"prod_date","duration","total","max","co2"
2024-11-21,14,18.895455,2.66151,18.838769
2024-11-22,14,11.459356,1.864373,11.424978
2024-11-23,14,19.039957,2.792423,18.982837
2024-11-24,14,25.710405,3.680944,25.633274
2024-11-25,14,22.231008,3.098929,22.164315
2024-11-28,14,21.495455,3.412873,21.430969
2024-11-26,14,25.582757,3.319282,25.506009
2024-11-29,14,10.937978,1.511296,10.905164
2024-11-27,14,25.631741,3.454345,25.554846
2024-11-30,14,19.289949,2.448285,19.232079
2024-12-02,14,12.706796,2.59686,12.668676
2024-12-01,14,26.872650,3.577432,26.792032
2024-12-03,14,4.264553,1.448627,4.251759
2024-12-04,14,12.978908,2.854406,12.939971
2024-12-05,14,14.941475,2.423485,14.896651
2024-12-06,14,23.077208,3.210402,23.007976
2024-12-07,14,22.893597,3.501399,22.824916
2024-12-08,14,14.252139,2.226986,14.209383
2024-12-09,14,18.715577,2.464894,18.659430
2024-12-10,14,12.471082,2.593029,12.433669
2024-12-11,15,25.920142,3.357959,25.842382
2024-12-12,14,25.886133,3.600047,25.808475
2024-12-13,14,20.671923,2.891477,20.609907
2024-12-15,15,17.605700,2.967905,17.552883
2024-12-16,15,22.037114,3.051213,21.971003
2024-12-14,14,11.516104,2.282396,11.481556
2024-12-17,15,26.361015,3.412444,26.281932
2024-12-18,15,26.952520,3.34537,26.871662
2024-12-19,14,24.586130,3.116846,24.512372
2024-12-20,14,12.677127,2.669491,12.639096
2024-12-21,14,14.484173,2.74091,14.440720
2024-12-22,14,20.447855,2.624881,20.386511
2024-12-23,14,22.375193,2.819123,22.308067
2024-12-24,15,26.540629,3.467146,26.461007
2024-12-25,15,20.482211,3.54013,20.420764
2024-12-26,14,7.768747,1.934219,7.745441
2024-12-27,15,6.619937,1.092319,6.600077
2024-12-29,14,21.264226,3.531747,21.200433
2024-12-28,14,24.942376,3.172899,24.867549
2024-12-30,15,26.365123,3.392022,26.286028
2024-12-31,15,24.877277,3.339218,24.802645
2025-01-01,15,24.464656,3.345876,24.391262
2025-01-02,14,24.959847,3.671158,24.884967
2025-01-03,15,16.407717,2.608358,16.358494
2025-01-04,15,18.617460,2.756594,18.561608
2025-01-05,15,27.495084,3.629756,27.412599
2025-01-06,15,24.147094,2.861145,24.074653
2025-01-07,15,21.261052,3.331151,21.197269
2025-01-08,14,21.882826,3.384583,21.817178
2025-01-09,15,22.730214,3.113067,22.662023
2025-01-10,15,23.224995,3.188977,23.155320
2025-01-11,15,22.596710,3.517216,22.528920
2025-01-12,15,20.619568,2.707617,20.557709
2025-01-14,15,21.643423,2.816569,21.578493
2025-01-13,15,18.852998,2.700198,18.796439
2025-01-15,14,26.365731,3.513959,26.286634
2025-01-16,14,18.135566,2.806233,18.081159
2025-01-17,14,13.936341,2.009099,13.894532
2025-01-18,15,22.716958,3.403953,22.648807
2025-01-19,14,22.517385,3.200313,22.449833
2025-01-20,15,25.033141,3.21137,24.958042
2025-01-21,15,18.301442,2.923907,18.246538
2025-01-22,15,24.792949,3.754661,24.718570
2025-01-23,13,22.312183,3.601023,22.245246
2025-01-24,14,13.699569,3.028966,13.658470
2025-01-25,14,22.012092,3.041761,21.946056
2025-01-26,12,18.342292,3.370275,18.287265
2025-01-27,15,18.060595,3.205985,18.006413
2025-01-28,14,15.750046,2.282081,15.702796
2025-01-29,14,10.034055,1.78078,10.003953
2025-01-30,14,9.790364,1.978286,9.760993
2025-01-31,14,14.185831,2.006008,14.143274
2025-02-01,14,12.914433,2.298512,12.875690
2025-02-02,14,14.827400,2.32222,14.782918
2025-02-03,14,15.929612,2.377798,15.881823
2025-02-04,14,16.037479,2.650388,15.989367
2025-02-05,14,14.047067,2.750093,14.004926
2025-02-07,14,18.024027,3.313485,17.969955
2025-02-06,14,22.697486,3.337446,22.629394
2025-02-08,14,23.906089,3.47515,23.834371
2025-02-09,14,23.906507,3.41941,23.834787
2025-02-10,14,14.187634,2.386185,14.145071
2025-02-11,14,22.686573,3.308571,22.618513
2025-02-12,14,22.447400,3.30581,22.380058
2025-02-14,14,17.617598,3.075471,17.564745
2025-02-13,14,14.546952,3.161787,14.503311
2025-02-16,14,21.670048,3.432081,21.605038
2025-02-15,14,22.859927,3.22645,22.791347
2025-02-17,14,25.788341,3.455392,25.710976
2025-02-18,14,22.122269,3.332642,22.055902
2025-02-19,14,23.635161,3.18559,23.564256
2025-02-20,13,24.068982,3.390625,23.996775
2025-02-21,14,14.733247,2.612778,14.689047
2025-02-22,14,21.479890,3.491576,21.415450
2025-02-23,14,21.463018,3.316283,21.398629
2025-02-24,14,17.594004,2.810558,17.541222
2025-02-25,14,20.835199,3.329374,20.772693
2025-02-26,14,23.966650,3.429131,23.894750
2025-02-27,14,22.606797,3.424939,22.538977
2025-02-28,11,18.332178,3.628592,18.277181
2025-03-01,14,24.629281,3.297405,24.555393
2025-03-03,14,23.301148,3.336555,23.231245
2025-03-02,14,22.938917,3.13419,22.870100
2025-03-04,14,18.321545,3.589432,18.266580
2025-03-05,14,22.528036,3.316988,22.460452
2025-03-06,14,23.603050,3.279943,23.532241
2025-03-07,14,23.807203,3.343822,23.735781
2025-03-08,14,19.127693,3.205832,19.070310
2025-03-09,13,22.278695,3.409333,22.211859
2025-03-10,13,21.600517,3.223729,21.535715
2025-03-11,11,15.134663,3.046338,15.089259
